"","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std"
"hsa-miR-26a-5p",0.186912733407473,10.3991806967866,0.688059436031388,0.493514924326467,0.728645071518658,-6.42741726828359,0.68472903376295
"hsa-miR-328-3p",0.230727435717098,10.1981283892325,0.657758551696048,0.512600941591716,0.752882632962832,-6.58309450934831,0.654793149922118
"hsa-miR-218-5p",0.26518240684632,7.91574544480788,0.650466405827788,0.517279347801174,0.75581749264213,-6.60405802247301,0.647544895576363
"hsa-miR-190a-3p",-0.29099384808766,7.60299618144679,-0.642351590948935,0.522499394892534,0.759509429689147,-6.56400855914062,-0.639497414800395
"hsa-miR-21-5p",0.314297960448089,12.9684908756747,0.632069110225466,0.529249058099393,0.763344443268263,-6.37437404186696,0.629152751317292
"hsa-miR-30d-5p",0.245164226194724,8.33025054058271,0.629932318981436,0.530551457023332,0.763344443268263,-6.59942158846484,0.627164429550238
"hsa-miR-136-5p",-0.224889612869937,8.1151282045736,-0.600257371213898,0.550047885273236,0.786138573462698,-6.5976698433599,-0.597688372552022
"hsa-miR-128-3p",0.192990547897233,12.2631792090732,0.596723682469316,0.552698629321761,0.786138573462698,-6.44163335474585,0.593721157965339
"hsa-miR-505-3p",-0.24211312674707,7.07414328907371,-0.593169382774728,0.554757362124386,0.786138573462698,-6.60745392245291,-0.590646409572421
"hsa-miR-548aa",-0.405032282726197,8.99614718018276,-0.551290981049329,0.58300417060017,0.822035880546239,-6.60754398511629,-0.549001864042466
"hsa-miR-30e-3p",-0.172878939994524,9.14836263008345,-0.544266200914943,0.587794673796041,0.822298701275963,-6.59427369622341,-0.542034595222765
"hsa-miR-374a-5p",0.145098149918468,10.4916382266681,0.541904867503992,0.589405168579139,0.822298701275963,-6.63169585927239,0.539698218782999
"hsa-miR-127-3p",-0.197581497867729,8.02489762366779,-0.536765182094765,0.593014678592697,0.822298701275963,-6.54213198067361,-0.534472488612384
"hsa-miR-885-5p",-0.212168610463708,8.14037994612302,-0.534090352970699,0.594854379646441,0.822298701275963,-6.57358601005679,-0.531814643511655
"hsa-miR-548t-3p",-0.379350745268352,8.98252317830322,-0.517995370983532,0.605921265367822,0.833511204066954,-6.62778339873072,-0.515904278978237
"hsa-miR-9-5p",0.203100213037843,12.3901401400579,0.507605751405741,0.613183208525179,0.83940613982573,-6.59965627241229,0.505534876986246
"hsa-miR-186-5p",-0.135754020926219,9.47713381944586,-0.495306500678228,0.621754787737791,0.842177541364723,-6.65046889619683,-0.493364887238072
"hsa-miR-495-3p",-0.21662281349726,8.90512654334462,-0.49529857778631,0.621776801857949,0.842177541364723,-6.64174810544573,-0.49333372608595
"hsa-miR-331-3p",-0.128581358548111,11.0558126891687,-0.491884986861804,0.624167043068181,0.842177541364723,-6.65908671373875,-0.489953161822712
"hsa-miR-101-5p",-0.201551588141695,7.25216978134013,-0.47497897087191,0.636108746110335,0.849346585962893,-6.70339191717248,-0.473146384518311
"hsa-miR-181d-5p",0.194669350316643,7.66433529326919,0.466223817775119,0.64233465308358,0.849346585962893,-6.67075355101377,0.464437046503287
"hsa-miR-1307-5p",-0.203511751076813,6.90638580424105,-0.464223264343682,0.643811504622823,0.849346585962893,-6.65058805029019,-0.462376282388878
"hsa-miR-505-5p",-0.192949831832714,6.94087417452235,-0.462645706803964,0.644989684767508,0.849346585962893,-6.54745017906526,-0.460733684708342
"hsa-miR-361-3p",0.167893145909448,7.41837248923018,0.462319072846133,0.645148325480173,0.849346585962893,-6.65771221835399,0.460512605693301
"hsa-miR-92b-3p",0.199486155427179,9.87837004080184,0.458985099458408,0.647551475113553,0.849346585962893,-6.59434499054358,0.457166360829646
"hsa-miR-30b-5p",0.159575647719977,9.67957897846218,0.448179602623641,0.655269097488704,0.851946979164654,-6.62599700906881,0.44645432679853
"hsa-miR-3200-3p",0.163387066878435,7.67727988906923,0.447757031876484,0.65557622155578,0.851946979164654,-6.65313947860788,0.446029105818589
"hsa-miR-3651",-0.200095244114909,7.16312013916741,-0.434424257293593,0.665161277224621,0.858833232425885,-6.70713185583992,-0.432798343020332
"hsa-miR-1275",0.145764954153149,10.3411914615757,0.429914895060235,0.668424631513278,0.858833232425885,-6.71389381345867,0.428311109759353
"hsa-miR-484",-0.140133825568681,9.36313326792399,-0.426388228176451,0.670981285716675,0.858833232425885,-6.65294196808236,-0.42480163496956
"hsa-miR-4485-5p",0.182062804446051,7.47460560918091,0.423585372270826,0.67305724952525,0.858833232425885,-6.65044482568283,0.421955841468337
"hsa-let-7i-5p",0.1143847469941,11.5868022006336,0.416198584091963,0.678390007348601,0.86068627022532,-6.70956710943112,0.414661107661792
"hsa-miR-106b-5p",0.159843829559005,8.44100587271669,0.41315875839152,0.680613610851937,0.86068627022532,-6.66840403506086,0.411625946459391
"hsa-miR-124-5p",-0.167553560969353,7.24162360801775,-0.402001407577042,0.688797230289401,0.867146513132192,-6.66997348158608,-0.400487850522808
"hsa-miR-197-3p",-0.141670864529408,8.99894738024355,-0.393062562709065,0.695331272186771,0.869913197086451,-6.71984875428995,-0.391630468280348
"hsa-miR-98-5p",0.0904869081840847,10.8272559238435,0.377265088342296,0.706985799118324,0.869913197086451,-6.72658609828682,0.375907319036961
"hsa-miR-377-3p",0.16144958470332,8.67737190847808,0.371015693759121,0.711647608786203,0.869913197086451,-6.63914410704155,0.369644205960798
"hsa-miR-148a-3p",-0.198607678728148,6.84648253338548,-0.370910328844168,0.711720736740507,0.869913197086451,-6.69432216371115,-0.369546075056801
"hsa-miR-876-5p",-0.152584582833232,7.73911739229481,-0.37013082150128,0.712272656537073,0.869913197086451,-6.72487594501246,-0.368805564785016
"hsa-miR-369-3p",-0.135159193416798,7.29928706636415,-0.36733409046579,0.714362604838927,0.869913197086451,-6.72520165496345,-0.366003311114121
"hsa-miR-487b-3p",0.159155070429758,8.54299007386675,0.367263801699984,0.714401456147292,0.869913197086451,-6.72546226681335,0.365951245601149
"hsa-miR-424-5p",-0.151888439052577,9.72477777544322,-0.365596305916567,0.715673268525023,0.869913197086451,-6.51988567415618,-0.364247407915556
"hsa-miR-423-3p",-0.141993733867571,8.47760243251711,-0.358977440571867,0.72058424007473,0.872123415026068,-6.65447235016881,-0.357678078488592
"hsa-miR-382-5p",0.11297229984531,8.36272577272764,0.330484801700033,0.741940182936489,0.888057468390354,-6.65064985429421,0.329285129462631
"hsa-miR-193a-5p",-0.158125283459393,7.73712203024752,-0.327182509429951,0.744410527183656,0.888057468390354,-6.69036098504369,-0.326018276642648
"hsa-miR-4485-3p",0.168057989546782,8.00635321171471,0.3247575740809,0.746220521405156,0.888057468390354,-6.75832613920269,0.323626897910198
"hsa-miR-204-5p",-0.148976208870471,7.89926106475733,-0.321832506437049,0.748459879351783,0.888057468390354,-6.6486854606894,-0.320670797966735
"hsa-miR-149-5p",-0.12455590186161,8.72689773191302,-0.317630098267283,0.751635308325289,0.888057468390354,-6.63573704329528,-0.316483814693925
"hsa-miR-12136",0.119846614682787,8.99307730833625,0.315349438696572,0.753331182141599,0.888057468390354,-6.73247227812431,0.314249984217457
"hsa-miR-139-3p",-0.120082227620353,7.27146833424121,-0.312177079951454,0.75579359011945,0.888057468390354,-6.6451421887391,-0.311009249366022
"hsa-miR-369-5p",0.108999113742647,6.96122555243976,0.289691764511599,0.772808849591056,0.894243856724386,-6.76790135490725,0.288702761090629
"hsa-miR-451a",-0.11061015276421,10.1454371786286,-0.273338825771375,0.785517401858195,0.894243856724386,-6.38644561198956,-0.272136062260056
"hsa-miR-339-3p",0.0913961361500553,7.12496632469025,0.267227337954636,0.789988519078901,0.894243856724386,-6.77093098489388,0.26632552183994
"hsa-miR-655-3p",-0.112123273828456,7.07224079619489,-0.264441823894096,0.792140193174506,0.894243856724386,-6.75067873918512,-0.263532479263549
"hsa-miR-361-5p",0.0756395822091118,9.72818595032582,0.264061666896241,0.792418066413004,0.894243856724386,-6.76275948909788,0.26317192820389
"hsa-miR-136-3p",-0.11652834445203,7.93225246043948,-0.263906039045786,0.792547700284999,0.894243856724386,-6.74141473758412,-0.263003735046541
"hsa-miR-335-5p",-0.0970309875616913,10.7430354433,-0.260337516614057,0.795278857861873,0.894243856724386,-6.70666151624685,-0.25946192228643
"hsa-miR-383-5p",0.10627416737923,7.59224077709557,0.259353161870745,0.79604233084746,0.894243856724386,-6.74647384905347,0.258472420935419
"hsa-miR-29a-3p",-0.0607572932458762,13.3130149806086,-0.258901613567325,0.796399791224996,0.894243856724386,-6.71790039445124,-0.25800922041692
"hsa-miR-4454",0.0921309926514979,13.9588772567919,0.257234866929451,0.797687031438652,0.894243856724386,-6.68233841757985,0.256341660180763
"hsa-miR-181c-5p",-0.0979748219862966,9.87558616149935,-0.256217640722407,0.79846226507124,0.894243856724386,-6.70429664066601,-0.255337724925521
"hsa-miR-139-5p",-0.108362490667027,9.55508817519566,-0.255353889036241,0.79911153154094,0.894243856724386,-6.75673382144927,-0.254497116417954
"hsa-let-7f-5p",-0.0464479792708001,14.4677828906509,-0.2348956977906,0.814897097530358,0.904836082968367,-6.7778781446849,-0.234113201309881
"hsa-miR-99a-5p",-0.0683465536458954,11.2135026534266,-0.234270573432171,0.815399513219902,0.904836082968367,-6.63825625608025,-0.233466070786817
"hsa-miR-877-5p",0.0988677861845293,7.61896518373348,0.230622153060888,0.818202840982034,0.904836082968367,-6.80443540457114,0.229857064003934
"hsa-miR-5100",-0.10281378203906,7.49062548049538,-0.223397355589929,0.823832658009286,0.907503162338355,-6.7041808005409,-0.222618215834337
"hsa-let-7c-5p",0.0494862232190076,14.1848384648531,0.209279746637804,0.83476704445244,0.913270470814503,-6.80409162401683,0.208591630885553
"hsa-miR-30e-5p",-0.0787481193198261,9.38450911037914,-0.208292854837943,0.835545324362205,0.913270470814503,-6.67141040767645,-0.207594851934318
"hsa-miR-4449",-0.0811376943128241,8.36022649763992,-0.197421864793338,0.84402635351583,0.918978500739243,-6.65513790013938,-0.19674594538277
"hsa-miR-190a-5p",0.0645947597837235,10.5187308416847,0.191584801859502,0.848557609296987,0.920358637775963,-6.74206716950714,0.190959135239137
"hsa-miR-935",-0.0770579974824859,8.62008315190091,-0.182766489831035,0.855477276293731,0.924308781282882,-6.6527677880405,-0.182134370211828
"hsa-miR-1277-3p",0.0729444116634204,7.07004671204543,0.173347036679682,0.862839773290927,0.928705404839853,-6.69204173457519,0.172760389647721
"hsa-miR-130a-3p",-0.0584189994397804,10.258364203913,-0.167778824970001,0.867250017004398,0.929903060057947,-6.47720553719581,-0.167152552119533
"hsa-miR-1248",-0.0786314544595195,6.86420585063046,-0.149717274860251,0.881393750098409,0.941488778514209,-6.66440938775679,-0.149202623264759
"hsa-miR-494-3p",-0.0487344435570245,7.0167684008083,-0.107315390035016,0.91482294458461,0.965641638644183,-6.7224367966017,-0.106957187115075
"hsa-miR-504-5p",0.0448741868474176,7.62634411299677,0.106948650558795,0.915119193147686,0.965641638644183,-6.68417554466271,0.1065837722023
"hsa-miR-192-5p",-0.0426357504987322,7.08450376969443,-0.10524881219847,0.916451109177913,0.965641638644183,-6.79337126740879,-0.10490510366548
"hsa-miR-18b-5p",-0.0449984813355053,7.55923550033506,-0.0978971601701356,0.922261205879552,0.965641638644183,-6.81163082512927,-0.0975857934030446
"hsa-miR-27a-3p",0.033410016537573,8.65978625790783,0.0972090056318732,0.922805913175162,0.965641638644183,-6.74996132639195,0.0968998685800384
"hsa-miR-7-1-3p",-0.0365548841112826,8.90666920947682,-0.0926574256179039,0.926409623733326,0.965641638644183,-6.7808813516007,-0.0923630147506102
"hsa-miR-365b-3p",0.0297950102051932,9.04120728895187,0.0839982824026923,0.933269681990018,0.965641638644183,-6.81502047873368,0.0837317889102852
"hsa-miR-365a-3p",0.0295449592326733,9.04056316019387,0.0833576289875932,0.933777435850627,0.965641638644183,-6.81515495549348,0.0830931961168521
"hsa-miR-1277-5p",0.0307893032340845,6.77297727028514,0.0820517667711682,0.934823288474687,0.965641638644183,-6.7336473859523,0.0817779527779096
"hsa-miR-29b-3p",-0.0158885637983452,14.5472801987764,-0.0635103183428141,0.949533090324863,0.977256684202961,-6.6617588308289,-0.0632931248981793
"hsa-miR-329-3p",-0.0211127378325457,8.13869675019407,-0.051223611774844,0.959279358073798,0.983697378097494,-6.72699526419888,-0.0510579314601063
"hsa-miR-30a-3p",0.0167259259898485,7.96324361471552,0.0409825471206872,0.967412912987972,0.984773893202199,-6.81947656444037,0.0408532179058696
"hsa-miR-3613-5p",0.0139245156404453,6.74190491419492,0.0347347619876189,0.972380593930812,0.984773893202199,-6.79447396354493,0.0346227080713501
"hsa-miR-7704",-0.0130866874329225,8.98009283316284,-0.0333808315413496,0.973454850864787,0.984773893202199,-6.81706143154708,-0.0332755504620513
"hsa-miR-18a-5p",-0.0147817373897166,7.53725779971731,-0.0323207160968872,0.97429757518941,0.984773893202199,-6.81691245266708,-0.0322187856297719
"hsa-miR-539-3p",-0.00884264519919054,7.10678046430057,-0.0230258969811413,0.981687510776156,0.988699564424557,-6.80925999525147,-0.0229533169851304
"hsa-miR-1303",-0.0107110545567739,8.08445457294477,-0.0154275193726337,0.987730655288802,0.991245711001574,-6.7657204101778,-0.0153779492602743
"hsa-miR-106a-5p",0.00155242120679322,6.91816439041776,0.00412832545528634,0.996716459611526,0.996716459611526,-6.81131888822337,0.00411531920536475
